Year,Month,Region,Model,Estimated_Deliveries,Production_Units,Avg_Price_USD,Battery_Capacity_kWh,Range_km,CO2_Saved_tons,Source_Type,Charging_Stations,Date,Quarter,DayOfYear,WeekOfYear,MonthName,Estimated_Deliveries_Lag_1,Estimated_Deliveries_Lag_2,Estimated_Deliveries_Lag_3,Estimated_Deliveries_Lag_6,Estimated_Deliveries_Lag_12,Production_Units_Lag_1,Production_Units_Lag_2,Production_Units_Lag_3,Production_Units_Lag_6,Production_Units_Lag_12,Avg_Price_USD_Lag_1,Avg_Price_USD_Lag_2,Avg_Price_USD_Lag_3,Avg_Price_USD_Lag_6,Avg_Price_USD_Lag_12,Estimated_Deliveries_RollingMean_3,Estimated_Deliveries_RollingStd_3,Estimated_Deliveries_RollingMax_3,Estimated_Deliveries_RollingMean_6,Estimated_Deliveries_RollingStd_6,Estimated_Deliveries_RollingMax_6,Estimated_Deliveries_RollingMean_12,Estimated_Deliveries_RollingStd_12,Estimated_Deliveries_RollingMax_12,Production_Units_RollingMean_3,Production_Units_RollingStd_3,Production_Units_RollingMax_3,Production_Units_RollingMean_6,Production_Units_RollingStd_6,Production_Units_RollingMax_6,Production_Units_RollingMean_12,Production_Units_RollingStd_12,Production_Units_RollingMax_12,Avg_Price_USD_RollingMean_3,Avg_Price_USD_RollingStd_3,Avg_Price_USD_RollingMax_3,Avg_Price_USD_RollingMean_6,Avg_Price_USD_RollingStd_6,Avg_Price_USD_RollingMax_6,Avg_Price_USD_RollingMean_12,Avg_Price_USD_RollingStd_12,Avg_Price_USD_RollingMax_12,Month_Sin,Month_Cos,Quarter_Sin,Quarter_Cos,Is_Peak_Season,Years_Since_Launch,Month_Progress,Price_per_kWh,Range_per_kWh,Delivery_Production_Ratio,CO2_per_Delivery,Stations_per_1k_Deliveries,Price_Range_Ratio,Battery_Category,Price_Category,Model_Estimated_Deliveries_mean,Model_Estimated_Deliveries_std,Model_Estimated_Deliveries_max,Model_Avg_Price_USD_mean,Model_Avg_Price_USD_std,Region_Estimated_Deliveries_mean,Region_Estimated_Deliveries_std,Region_Charging_Stations_mean,Year_Avg_Deliveries,Year_Avg_Price,Region_Encoded,Model_Encoded,Source_Type_Encoded,MonthName_Encoded,Battery_Category_Encoded,Price_Category_Encoded,Region_Europe,Region_Middle East,Region_North America,Model_Model 3,Model_Model S,Model_Model X,Model_Model Y
2015,1,North America,Model X,8122.0,8343.0,62838.32,75,423,515.34,Official (Quarter),9297,2015-01-01,1,1,1,January,8122.0,8122.0,8122.0,8122.0,8122.0,8343.0,8343.0,8343.0,8343.0,8343.0,62838.32,62838.32,62838.32,62838.32,62838.32,8122.0,658.3164132846757,8122.0,8122.0,658.3164132846757,8122.0,8122.0,658.3164132846757,8122.0,8343.0,641.3458505361986,8343.0,8343.0,641.3458505361986,8343.0,8343.0,641.3458505361986,8343.0,62838.32,12062.697214820992,62838.32,62838.32,12062.697214820992,62838.32,62838.32,12062.697214820992,62838.32,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0,0,0.0,837.8442666666666,5.64,0.9733940556088208,0.06344207804998153,1144.5278837867784,148.55394799054375,Small,Economy,9764.913352272728,3778.541002280488,20337.625,84243.21293560606,20484.416530760423,9782.827083333334,3867.7273147274936,8850.33787878788,9866.774479166666,85684.35116666667,3,3,2,4,2,0,False,False,True,False,False,True,False
2015,1,Asia,Model X,7292.0,7298.0,107082.3,120,702,767.85,Estimated (Region),11748,2015-01-01,1,1,1,January,7292.0,7292.0,7292.0,7292.0,7292.0,7298.0,7298.0,7298.0,7298.0,7298.0,107082.3,107082.3,107082.3,107082.3,107082.3,7292.0,2471.3382002469834,7292.0,7292.0,2471.3382002469834,7292.0,7292.0,2471.3382002469834,7292.0,7298.0,2216.07265223864,7298.0,7298.0,2216.07265223864,7298.0,7298.0,2216.07265223864,7298.0,107082.3,31732.58353193528,107082.3,107082.3,31732.58353193528,107082.3,107082.3,31732.58353193528,107082.3,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0,0,0.0,892.3525000000001,5.85,0.9990409645156871,0.10528589058000823,1610.8597285067874,152.5388888888889,Large,Premium,9764.913352272728,3778.541002280488,20337.625,84243.21293560606,20484.416530760423,9900.944318181819,3830.922843279509,8822.69393939394,9866.774479166666,85684.35116666667,0,3,0,4,0,2,False,False,False,False,False,True,False
2015,1,Asia,Cybertruck,11325.0,11887.0,54449.08,60,339,575.88,Estimated (Region),6902,2015-01-01,1,1,1,January,11325.0,11325.0,11325.0,11325.0,11325.0,11887.0,11887.0,11887.0,11887.0,11887.0,54449.08,54449.08,54449.08,54449.08,54449.08,11325.0,1364.0089809088502,11325.0,11325.0,1364.0089809088502,11325.0,11325.0,1364.0089809088502,11325.0,11887.0,2114.956382528964,11887.0,11887.0,2114.956382528964,11887.0,11887.0,2114.956382528964,11887.0,54449.08,24335.065732399402,54449.08,54449.08,24335.065732399402,54449.08,54449.08,24335.065732399402,54449.08,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0,0,0.0,907.4846666666667,5.65,0.9526413189771198,0.05084584142680558,609.3943139678615,160.6167551622419,Small,Economy,9677.611742424242,3947.2923911064045,20003.0,84498.87215909091,21044.163208576156,9900.944318181819,3830.922843279509,8822.69393939394,9866.774479166666,85684.35116666667,0,0,0,4,2,0,False,False,False,False,False,False,False
2015,1,Asia,Model S,9537.0,10093.0,68994.43,82,484,692.39,Official (Quarter),7281,2015-01-01,1,1,1,January,9537.0,9537.0,9537.0,9537.0,9537.0,10093.0,10093.0,10093.0,10093.0,10093.0,68994.43,68994.43,68994.43,68994.43,68994.43,9537.0,1986.9700551341984,9537.0,9537.0,1986.9700551341984,9537.0,9537.0,1986.9700551341984,9537.0,10093.0,1711.9055172526316,10093.0,10093.0,1711.9055172526316,10093.0,10093.0,1711.9055172526316,10093.0,68994.43,27914.270553138238,68994.43,68994.43,27914.270553138238,68994.43,68994.43,27914.270553138238,68994.43,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0,0,0.0,841.3954878048779,5.902439024390244,0.9448187041807014,0.07259278674774586,763.3675823023694,142.55047520661157,Medium,Economy,10188.644886363636,4030.2362173576744,20337.625,85185.40126893939,19789.539701505986,9900.944318181819,3830.922843279509,8822.69393939394,9866.774479166666,85684.35116666667,0,2,2,4,1,0,False,False,False,False,True,False,False
2015,1,Middle East,Model S,13902.0,15423.0,94629.02,75,445,927.96,Official (Quarter),8666,2015-01-01,1,1,1,January,13902.0,13902.0,13902.0,13902.0,13902.0,15423.0,15423.0,15423.0,15423.0,15423.0,94629.02,94629.02,94629.02,94629.02,94629.02,13902.0,6240.924450752468,13902.0,13902.0,6240.924450752468,13902.0,13902.0,6240.924450752468,13902.0,15423.0,7266.936390254149,15423.0,15423.0,7266.936390254149,15423.0,15423.0,7266.936390254149,15423.0,94629.02,12852.429423389189,94629.02,94629.02,12852.429423389189,94629.02,94629.02,12852.429423389189,94629.02,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0,0,0.0,1261.7202666666667,5.933333333333334,0.9013226141078838,0.06674530676832338,623.3187081924765,212.64948314606744,Small,Premium,10188.644886363636,4030.2362173576744,20337.625,85185.40126893939,19789.539701505986,10144.104924242425,3898.9868467307165,9026.512121212121,9866.774479166666,85684.35116666667,2,2,2,4,2,2,False,True,False,False,True,False,False
2015,1,Middle East,Model X,7419.0,8000.0,79927.87,75,413,459.61,Official (Quarter),4294,2015-01-01,1,1,1,January,7419.0,7419.0,7419.0,7419.0,7419.0,8000.0,8000.0,8000.0,8000.0,8000.0,79927.87,79927.87,79927.87,79927.87,79927.87,7419.0,1909.895415984865,7419.0,7419.0,1909.895415984865,7419.0,7419.0,1909.895415984865,7419.0,8000.0,1999.6979771955564,8000.0,8000.0,1999.6979771955564,8000.0,8000.0,1999.6979771955564,8000.0,79927.87,16997.4823036369,79927.87,79927.87,16997.4823036369,79927.87,79927.87,16997.4823036369,79927.87,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0,0,0.0,1065.7049333333332,5.506666666666667,0.9272590926134233,0.06194204851752022,578.7061994609164,193.52995157384987,Small,Mid-Range,9764.913352272728,3778.541002280488,20337.625,84243.21293560606,20484.416530760423,10144.104924242425,3898.9868467307165,9026.512121212121,9866.774479166666,85684.35116666667,2,3,2,4,2,1,False,True,False,False,False,True,False
2015,1,Europe,Model 3,7597.0,8376.0,80810.67,75,417,475.19,Interpolated (Month),8942,2015-01-01,1,1,1,January,7597.0,7597.0,7597.0,7597.0,7597.0,8376.0,8376.0,8376.0,8376.0,8376.0,80810.67,80810.67,80810.67,80810.67,80810.67,7597.0,3728.5740571966653,7597.0,7597.0,3728.5740571966653,7597.0,7597.0,3728.5740571966653,7597.0,8376.0,4209.406668403517,8376.0,8376.0,4209.406668403517,8376.0,8376.0,4209.406668403517,8376.0,80810.67,19960.620341266957,80810.67,80810.67,19960.620341266957,80810.67,80810.67,19960.620341266957,80810.67,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0,0,0.0,1077.4756,5.56,0.9068879073654053,0.06254145827849435,1176.8886549091867,193.79057553956835,Small,Mid-Range,10058.668323863636,3811.161933563894,20337.625,84528.00422348484,19658.391007202754,9834.469886363637,4058.9706064326356,9028.99090909091,9866.774479166666,85684.35116666667,1,1,1,4,2,1,True,False,False,True,False,False,False
2015,1,North America,Model Y,12170.0,12958.0,70386.04,120,696,1270.55,Official (Quarter),4673,2015-01-01,1,1,1,January,12170.0,12170.0,12170.0,12170.0,12170.0,12958.0,12958.0,12958.0,12958.0,12958.0,70386.04,70386.04,70386.04,70386.04,70386.04,12170.0,2461.438705310372,12170.0,12170.0,2461.438705310372,12170.0,12170.0,2461.438705310372,12170.0,12958.0,3012.2748878546927,12958.0,12958.0,3012.2748878546927,12958.0,12958.0,3012.2748878546927,12958.0,70386.04,10865.593718543418,70386.04,70386.04,10865.593718543418,70386.04,70386.04,10865.593718543418,70386.04,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0,0,0.0,586.5503333333332,5.8,0.9391156725055946,0.10439158655821214,383.9454440884069,101.12936781609194,Large,Mid-Range,9888.094460227272,3995.5155707269582,20337.625,86081.21106060606,19622.5260858356,9782.827083333334,3867.7273147274936,8850.33787878788,9866.774479166666,85684.35116666667,3,4,2,4,0,1,False,False,True,False,False,False,True
2015,1,Europe,Model Y,10835.0,11723.0,62939.81,120,718,1166.93,Official (Quarter),12301,2015-01-01,1,1,1,January,10835.0,10835.0,10835.0,10835.0,10835.0,11723.0,11723.0,11723.0,11723.0,11723.0,62939.81,62939.81,62939.81,62939.81,62939.81,10835.0,688.7220048756973,10835.0,10835.0,688.7220048756973,10835.0,10835.0,688.7220048756973,10835.0,11723.0,286.37824638055173,11723.0,11723.0,286.37824638055173,11723.0,11723.0,286.37824638055173,11723.0,62939.81,2831.2979782778057,62939.81,62939.81,2831.2979782778057,62939.81,62939.81,2831.2979782778057,62939.81,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0,0,0.0,524.4984166666667,5.983333333333333,0.924172637325145,0.10769010705057218,1135.1974898486526,87.65990250696379,Large,Economy,9888.094460227272,3995.5155707269582,20337.625,86081.21106060606,19622.5260858356,9834.469886363637,4058.9706064326356,9028.99090909091,9866.774479166666,85684.35116666667,1,4,2,4,0,0,True,False,False,False,False,False,True
2015,1,Middle East,Model Y,10348.0,10835.0,85599.95,82,488,757.47,Estimated (Region),5991,2015-01-01,1,1,1,January,10348.0,10348.0,10348.0,10348.0,10348.0,10835.0,10835.0,10835.0,10835.0,10835.0,85599.95,85599.95,85599.95,85599.95,85599.95,10348.0,582.6559876977152,10348.0,10348.0,582.6559876977152,10348.0,10348.0,582.6559876977152,10348.0,10835.0,243.9518395093589,10835.0,10835.0,243.9518395093589,10835.0,10835.0,243.9518395093589,10835.0,85599.95,17213.376146068793,85599.95,85599.95,17213.376146068793,85599.95,85599.95,17213.376146068793,85599.95,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0,0,0.0,1043.9018292682927,5.951219512195122,0.9549649317091178,0.07319257899313944,578.8965117402648,175.40973360655738,Medium,Mid-Range,9888.094460227272,3995.5155707269582,20337.625,86081.21106060606,19622.5260858356,10144.104924242425,3898.9868467307165,9026.512121212121,9866.774479166666,85684.35116666667,2,4,0,4,1,1,False,True,False,False,False,False,True
2015,2,Asia,Model Y,10274.0,11717.0,59626.47,75,425,654.97,Interpolated (Month),4361,2015-02-01,1,32,5,February,12446.0,12446.0,12446.0,12446.0,12446.0,13885.0,13885.0,13885.0,13885.0,13885.0,55183.13,55183.13,55183.13,55183.13,55183.13,11360.0,1535.8359287371811,12446.0,11360.0,1535.8359287371811,12446.0,11360.0,1535.8359287371811,12446.0,12801.0,1533.0075016124351,13885.0,12801.0,1533.0075016124351,13885.0,12801.0,1533.0075016124351,13885.0,57404.8,3141.9158451174344,59626.47,57404.8,3141.9158451174344,59626.47,57404.8,3141.9158451174344,59626.47,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0,0,0.09090909090909091,795.0196,5.666666666666667,0.8767707799965865,0.06374403892944039,424.42822384428223,140.29757647058824,Small,Economy,9888.094460227272,3995.5155707269582,20337.625,86081.21106060606,19622.5260858356,9900.944318181819,3830.922843279509,8822.69393939394,9866.774479166666,85684.35116666667,0,4,1,3,2,0,False,False,False,False,False,False,True
2015,2,North America,Model Y,8689.0,8698.0,85752.31,120,685,892.79,Estimated (Region),5665,2015-02-01,1,32,5,February,12170.0,12170.0,12170.0,12170.0,12170.0,12958.0,12958.0,12958.0,12958.0,12958.0,70386.04,70386.04,70386.04,70386.04,70386.04,10429.5,2461.438705310372,12170.0,10429.5,2461.438705310372,12170.0,10429.5,2461.438705310372,12170.0,10828.0,3012.2748878546927,12958.0,10828.0,3012.2748878546927,12958.0,10828.0,3012.2748878546927,12958.0,78069.17499999999,10865.593718543418,85752.31,78069.17499999999,10865.593718543418,85752.31,78069.17499999999,10865.593718543418,85752.31,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0,0,0.09090909090909091,714.6025833333333,5.708333333333333,0.9988504425796069,0.10273762945914844,651.8987341772153,125.18585401459853,Large,Mid-Range,9888.094460227272,3995.5155707269582,20337.625,86081.21106060606,19622.5260858356,9782.827083333334,3867.7273147274936,8850.33787878788,9866.774479166666,85684.35116666667,3,4,0,3,0,1,False,False,True,False,False,False,True
